num ex mark,num words,num chars,avg_word,stopwords,upper,ScoreAngry,ScoreDisgust,ScoreFear,ScoreHappy,ScoreSad,ScoreSurprise
0,8,48,5.855,2,0,0,0,0,2,0,0
0,15,57,4.3,4,1,1,0,0,1,1,0
0,13,73,4.69,3,1,0,0,0,2,1,0
0,18,77,5.0,4,0,1,1,1,0,1,0
0,19,107,4.684,9,1,0,0,0,0,0,0
0,18,96,4.39,8,0,0,0,0,1,0,1
0,8,54,5.875,2,0,0,0,0,0,0,0
0,2,7,3.0,1,0,0,0,0,1,1,1
0,21,105,4.047,13,0,0,0,0,0,0,0
0,4,22,4.75,1,0,0,0,0,1,0,0
0,12,36,3.572,4,1,0,0,0,0,0,0
0,24,136,4.707,9,1,0,0,0,0,0,0
0,21,132,5.332,7,0,0,0,0,0,0,0
0,6,25,3.334,2,0,0,0,0,0,1,0
0,21,72,3.467,9,0,0,0,0,0,0,0
0,6,36,5.168,0,6,0,0,0,0,0,0
1,14,81,5.23,6,0,1,1,0,0,0,0
1,6,39,5.668,2,0,0,0,0,1,0,1
0,23,122,4.348,12,0,1,0,0,0,0,0
0,10,71,6.2,3,0,1,0,1,0,0,0
0,9,59,6.375,1,0,2,2,1,1,1,1
0,3,35,11.0,0,0,0,0,0,0,0,0
0,5,32,7.0,1,0,0,0,0,0,0,0
0,19,105,4.58,9,1,0,0,0,0,0,0
1,21,128,5.145,4,0,0,0,0,1,0,1
2,6,25,3.334,2,0,0,0,1,0,0,0
0,14,80,4.785,4,1,0,0,0,0,0,0
0,12,65,4.5,5,0,0,0,0,1,0,0
0,52,214,3.791,25,4,0,0,0,0,0,0
0,28,115,4.0,10,0,0,0,0,0,0,0
0,23,122,4.348,12,0,0,0,0,0,0,0
0,6,33,4.668,2,0,0,0,0,1,0,0
0,8,37,3.75,3,1,0,0,0,0,0,0
0,10,60,5.1,1,0,1,0,0,0,0,0
0,25,130,4.418,10,1,0,0,0,1,0,0
0,6,34,4.832,3,0,0,0,0,0,0,0
0,18,94,4.277,10,0,1,0,1,0,1,0
0,17,79,3.705,9,0,1,1,2,0,1,1
0,20,90,3.55,13,0,0,0,0,0,0,0
0,13,50,4.75,4,0,1,1,2,0,0,0
0,18,84,3.723,8,1,1,0,0,0,0,0
0,25,122,3.92,13,0,0,1,0,1,0,0
0,21,96,5.066,5,0,0,0,0,0,0,0
0,27,125,3.96,14,1,1,1,1,0,1,0
1,8,46,4.875,2,0,1,1,1,1,1,1
0,8,23,5.332,0,0,0,0,0,0,0,0
1,9,51,5.375,1,0,0,0,0,1,1,0
0,3,21,6.332,1,0,0,0,1,0,1,0
1,27,129,3.96,10,2,0,0,0,0,0,1
1,20,90,3.55,4,0,0,0,0,1,0,1
0,26,140,4.42,10,0,0,0,2,1,0,0
0,22,81,3.75,8,1,0,0,0,0,0,0
0,19,102,4.42,7,0,0,0,0,1,0,0
0,15,67,3.533,10,0,0,0,1,2,1,1
0,13,70,4.46,7,0,1,1,1,0,1,0
0,18,97,5.0,5,0,0,0,0,1,0,0
2,15,87,4.867,4,0,1,1,1,0,1,0
5,7,38,4.57,0,7,0,0,0,0,0,0
0,13,72,4.617,7,0,0,0,0,2,0,1
0,21,100,3.809,9,0,0,0,0,2,0,1
0,19,86,3.578,10,0,0,1,0,0,0,0
0,18,82,3.611,8,2,0,0,0,0,0,0
0,14,59,5.11,3,0,0,0,0,0,0,0
0,22,101,3.637,12,0,0,0,0,2,0,1
1,17,108,5.41,5,2,1,0,1,0,0,0
0,21,129,5.19,8,0,1,0,0,2,1,0
4,10,73,7.11,1,0,0,0,0,0,0,0
0,25,88,3.37,9,0,0,0,2,1,0,0
0,22,136,5.227,4,1,0,0,0,0,0,0
1,11,64,5.4,1,0,1,1,1,1,1,0
0,16,75,3.75,7,0,0,0,0,0,0,0
2,26,138,4.52,10,2,0,0,0,1,0,1
1,22,100,3.762,8,2,0,0,0,0,0,1
0,26,137,4.48,9,0,0,0,0,0,0,0
0,7,38,4.57,4,0,0,0,0,0,0,0
3,16,83,4.535,2,2,1,1,1,0,1,0
0,9,42,3.777,2,0,0,0,0,0,0,0
0,26,120,3.654,16,0,0,0,0,0,0,0
0,40,202,4.074,25,0,0,0,0,0,0,0
0,27,140,4.223,11,1,0,0,0,0,0,0
0,23,133,5.047,6,0,0,0,0,0,0,0
3,10,71,6.2,3,0,0,0,0,0,0,0
0,20,105,4.3,7,2,0,0,0,0,0,0
0,19,89,3.736,11,0,1,0,1,0,1,1
0,16,99,5.25,7,0,0,1,0,0,0,0
0,7,37,4.43,4,0,0,0,1,0,1,0
0,4,23,5.0,1,0,0,0,1,0,0,0
0,5,26,4.4,2,0,0,0,1,0,1,0
0,34,187,4.53,15,0,0,0,0,0,0,0
1,15,116,6.8,4,0,0,0,0,2,0,1
0,22,129,4.91,9,0,1,0,1,0,0,0
0,10,51,4.2,3,0,0,0,0,0,0,0
0,4,23,5.0,2,0,0,0,1,2,0,2
0,10,55,4.6,6,0,0,0,0,0,0,0
0,17,82,3.883,10,0,1,1,1,0,1,0
3,11,67,5.184,4,1,0,0,0,0,0,0
0,6,36,5.168,3,0,2,0,1,1,1,0
0,5,27,4.6,2,0,0,0,0,0,0,0
0,9,46,4.75,2,0,0,0,0,0,0,0
1,14,89,5.848,4,0,0,0,2,1,0,0
0,16,74,3.688,10,0,0,0,0,1,0,0
1,10,51,4.2,5,1,0,0,0,1,0,0
0,13,70,4.46,6,0,1,1,1,1,1,0
2,11,64,5.4,3,0,0,0,0,0,0,0
0,36,144,3.758,16,0,0,0,0,1,0,1
0,25,102,4.105,7,2,0,0,0,1,0,0
0,21,136,5.523,7,0,0,0,0,0,0,0
0,20,116,5.707,4,0,0,0,1,0,0,0
3,12,91,6.668,0,5,0,0,0,0,0,0
0,18,86,3.834,7,0,0,0,0,0,0,0
0,20,114,4.75,10,1,0,0,1,0,1,0
0,20,116,4.85,7,0,0,0,0,0,0,0
0,4,21,4.5,2,0,0,0,0,0,0,0
0,5,27,4.6,0,0,0,0,0,0,0,0
0,13,71,4.54,7,0,0,0,1,0,0,0
0,39,184,3.744,19,0,0,0,0,0,0,0
0,24,114,3.791,10,2,0,0,1,0,0,0
0,19,95,4.277,3,1,1,1,2,0,1,0
4,24,157,5.824,8,0,0,0,0,1,0,0
0,20,93,3.895,6,0,0,0,0,0,0,0
0,25,105,3.24,14,0,0,0,0,1,0,1
1,22,114,4.65,6,3,0,0,0,0,0,0
2,9,58,5.555,2,0,0,0,1,0,1,0
2,24,123,4.348,12,1,0,0,0,1,0,1
0,22,123,4.637,8,0,1,1,1,0,1,0
1,16,86,5.07,4,0,0,0,1,0,0,0
3,18,94,4.277,9,1,0,0,0,0,0,0
0,21,112,4.6,9,0,1,1,1,0,1,0
0,12,47,3.0,8,0,1,1,1,0,1,0
0,7,39,4.715,3,0,0,0,0,0,0,0
0,18,74,4.383,5,2,0,0,0,0,0,0
0,17,95,4.65,8,0,0,0,0,1,0,1
4,21,109,4.24,7,1,1,1,1,0,1,0
0,14,67,3.857,5,0,0,0,0,0,0,0
1,30,131,3.4,14,1,0,0,0,1,0,0
0,16,97,5.125,4,3,0,0,0,0,0,0
0,19,102,4.42,12,0,0,0,0,1,0,0
1,12,65,4.5,8,0,0,0,0,1,0,0
1,19,84,4.715,4,0,1,1,0,0,1,0
0,9,44,4.0,5,0,0,0,0,1,0,0
1,26,136,4.27,11,2,1,0,1,0,1,1
0,20,96,3.85,11,0,0,0,0,0,0,0
0,20,111,4.6,6,1,0,0,0,0,0,0
0,16,88,4.562,7,0,0,1,0,2,1,0
1,7,31,3.572,2,1,0,0,0,1,0,1
0,11,55,4.09,6,0,2,1,3,1,3,1
0,16,90,4.688,6,0,0,0,0,0,0,0
0,15,71,3.8,8,0,1,1,2,0,2,0
2,23,120,4.26,11,0,0,0,0,0,0,0
0,21,121,4.81,10,2,0,0,0,0,0,0
0,32,144,3.531,20,0,0,0,0,0,0,0
2,25,130,4.418,9,0,2,0,0,1,1,1
0,32,143,3.5,17,0,0,0,0,0,0,0
0,25,105,4.5,10,0,0,0,0,1,0,0
0,14,82,4.93,5,1,0,0,0,1,0,1
0,14,66,3.785,4,0,0,0,2,0,2,0
0,4,29,6.5,1,0,2,3,2,0,2,0
0,17,93,4.53,6,2,1,1,0,0,0,0
0,5,30,5.2,2,0,0,0,0,0,1,0
0,15,77,4.2,5,0,0,0,0,0,0,0
1,17,102,5.06,4,1,0,0,0,0,0,0
0,24,136,4.707,11,0,0,0,0,0,0,0
0,14,66,3.785,7,0,0,0,0,0,0,0
0,29,125,4.22,10,3,0,0,0,0,0,0
1,9,41,4.125,0,1,1,1,0,0,0,0
0,13,75,4.848,6,0,1,1,1,1,1,0
6,14,77,4.57,6,0,0,0,0,0,0,0
0,16,75,3.75,6,0,0,1,0,0,0,0
0,14,49,4.0,4,0,0,0,0,0,0,0
0,26,116,3.5,14,0,0,0,0,0,1,0
0,26,133,4.152,11,0,0,0,0,0,0,0
0,13,72,4.617,5,0,0,0,0,0,0,0
1,11,58,4.363,2,0,0,0,0,0,0,0
0,15,49,3.5,3,0,0,0,0,0,0,0
0,7,43,5.285,2,1,0,0,0,1,0,0
0,3,14,4.0,1,0,0,0,0,2,0,2
0,5,26,4.4,1,1,0,0,0,0,0,0
0,28,130,3.678,14,0,0,0,0,0,0,0
2,18,101,4.668,8,0,0,0,0,1,0,1
0,16,84,4.6,3,0,0,0,0,0,0,0
0,6,27,3.666,1,0,0,2,0,0,0,0
0,11,59,4.453,5,1,0,0,0,0,0,0
0,20,104,4.25,9,0,0,0,0,0,0,0
0,5,27,7.668,0,0,0,0,0,2,1,0
0,18,99,4.555,9,0,0,0,1,1,0,1
0,7,43,5.285,3,0,0,0,0,0,0,0
0,25,118,4.086,8,0,0,0,0,2,0,0
0,20,117,4.9,9,0,0,0,0,0,0,0
0,10,35,5.2,0,0,2,2,0,1,1,0
0,29,163,4.656,14,0,0,0,0,1,0,1
0,20,105,4.3,11,1,0,0,0,0,0,0
0,9,41,3.666,4,0,0,0,0,1,0,1
0,12,63,4.332,4,0,0,0,0,0,0,0
0,26,135,4.23,8,3,1,0,0,0,0,0
0,20,102,4.15,9,0,0,0,0,2,0,1
8,21,115,5.0,9,3,0,0,0,0,0,0
2,20,102,4.15,6,0,0,0,0,2,0,0
1,14,81,4.855,4,1,0,0,0,0,0,0
0,37,166,3.514,24,0,0,0,0,1,0,1
0,20,91,3.6,9,0,0,0,0,0,0,0
0,23,118,4.363,13,0,0,0,0,0,0,0
0,15,80,4.4,7,0,0,0,0,0,0,0
0,14,50,4.11,2,1,0,0,0,0,0,0
0,5,33,5.8,1,0,0,0,0,1,0,0
0,15,70,3.732,11,0,0,0,1,0,1,0
0,13,59,3.615,7,0,0,0,0,2,0,1
1,10,78,7.668,2,0,0,0,0,0,0,0
0,55,250,3.564,28,0,0,0,0,0,1,0
0,5,31,5.4,0,0,0,0,0,2,0,1
0,7,59,8.836,0,0,0,1,0,0,0,0
1,23,118,4.363,8,1,0,0,0,0,0,1
0,5,18,2.8,1,1,0,0,0,0,0,0
0,13,83,5.46,6,0,0,0,0,1,0,1
0,37,194,4.27,19,0,1,1,1,1,1,0
0,18,103,4.777,7,0,0,0,0,0,0,0
0,31,163,4.29,17,0,0,0,0,0,0,0
0,14,83,5.383,6,1,0,0,0,0,0,0
0,24,145,5.082,12,0,0,0,0,0,0,0
0,16,105,5.625,7,0,0,0,0,1,0,1
0,5,30,5.2,2,0,0,0,0,1,0,0
0,15,76,4.133,7,0,0,0,0,0,0,0
1,26,134,4.74,7,1,0,0,0,0,0,0
1,25,125,4.207,9,0,1,3,1,0,3,0
2,29,125,3.465,10,3,0,1,0,1,0,1
0,12,61,4.168,4,2,0,1,0,0,0,0
0,9,36,3.111,5,1,0,0,1,0,1,0
0,8,33,3.25,1,2,0,0,0,1,0,0
0,12,64,4.418,7,0,0,0,1,1,0,1
0,36,178,3.973,17,0,0,0,0,0,0,0
0,5,20,4.0,0,0,0,0,0,2,0,1
1,13,69,4.75,3,1,0,0,0,0,0,0
0,15,70,4.31,5,0,0,0,0,0,1,0
0,80,347,3.828,30,6,0,0,0,2,0,0
1,2,19,9.0,0,0,0,0,0,1,0,1
0,15,77,4.2,9,0,0,0,0,1,0,1
0,19,95,4.05,9,0,0,0,1,1,1,1
0,14,66,4.08,3,0,1,0,2,0,1,1
0,6,28,3.834,2,0,0,0,1,1,1,0
0,27,129,3.814,15,0,1,0,0,0,0,0
0,14,66,3.785,7,0,0,0,0,0,0,0
0,17,86,4.117,8,0,1,0,1,1,0,0
0,6,29,4.0,2,0,0,0,0,1,0,0
3,11,70,6.0,1,0,1,1,0,0,1,0
0,17,81,3.824,8,1,0,0,0,0,0,0
1,5,39,7.0,1,0,0,0,0,1,0,1
0,5,24,4.0,2,0,0,0,0,0,0,0
0,13,63,3.924,7,0,0,0,0,0,0,0
0,20,122,5.42,3,0,0,0,0,1,0,1
0,21,95,3.75,7,1,0,0,0,0,0,0
0,19,95,4.277,8,0,0,0,1,2,1,0
0,3,18,5.332,1,0,0,0,0,2,0,0
0,12,55,3.666,7,1,0,0,0,1,0,0
4,20,107,4.4,5,3,0,0,0,0,0,0
0,22,134,5.137,6,0,0,0,0,0,0,0
0,22,135,5.184,9,0,0,0,0,1,0,1
0,19,101,4.367,5,0,0,0,0,1,0,1
0,5,36,6.4,1,0,0,0,0,0,0,0
2,20,108,4.684,6,2,1,0,2,1,0,1
1,21,118,4.9,6,0,0,0,0,1,0,0
0,51,288,4.668,24,0,1,0,0,1,1,1
1,13,82,5.383,4,0,0,0,0,0,0,0
0,7,34,4.0,3,0,0,0,0,0,0,0
0,29,163,4.656,13,0,1,1,1,0,1,0
0,9,49,4.555,3,0,2,1,2,1,2,1
0,13,61,3.77,9,0,0,0,0,0,0,0
1,16,83,4.25,7,0,0,0,0,0,0,0
0,20,108,4.684,7,2,0,0,0,1,0,0
0,12,59,4.0,4,1,0,0,0,0,0,0
0,9,52,4.89,3,0,1,0,0,1,0,1
0,12,51,3.334,6,0,0,0,0,1,0,1
1,2,21,10.0,0,0,0,0,0,1,0,1
0,25,126,4.08,11,0,1,0,1,0,0,0
1,11,76,6.0,3,0,0,0,0,1,0,0
0,26,106,4.26,8,0,0,0,0,1,0,1
1,16,75,4.0,5,0,0,0,0,0,0,0
0,12,60,4.082,6,0,0,0,0,0,0,0
0,3,14,4.0,1,0,1,1,1,0,1,0
0,13,68,4.668,3,2,0,0,0,0,0,0
0,18,62,3.46,5,2,0,0,0,1,0,1
0,14,70,4.07,6,0,0,0,0,0,0,0
0,32,136,4.04,13,1,3,1,3,0,1,0
0,20,102,4.15,12,0,0,1,0,1,0,0
1,16,72,3.562,9,1,0,0,0,1,0,0
0,15,76,4.133,7,0,0,0,0,1,0,1
0,11,53,4.3,4,0,0,0,0,0,0,0
2,14,82,4.93,4,1,1,1,1,0,1,0
0,12,42,4.43,1,0,1,0,1,3,1,2
0,5,18,2.8,3,0,0,0,0,1,0,1
0,27,135,4.035,15,0,0,0,0,0,0,0
0,8,61,6.75,2,0,0,1,1,1,0,1
0,9,41,3.666,5,0,0,0,0,0,0,0
0,27,129,3.814,13,0,0,0,0,1,0,0
0,14,52,4.332,5,0,0,0,0,2,2,0
2,21,108,4.633,4,0,0,0,0,2,0,0
0,12,63,4.727,1,0,1,0,2,0,1,0
0,7,29,3.285,5,0,0,0,0,1,1,1
1,20,101,4.316,4,0,0,0,0,0,0,0
2,7,42,5.145,0,0,0,0,0,1,0,0
0,21,113,4.43,8,0,0,0,0,0,0,0
0,6,32,4.5,2,0,0,0,1,0,1,0
0,8,20,4.332,0,1,0,0,0,0,0,0
2,23,124,4.434,9,0,0,0,0,1,0,0
0,19,105,4.58,10,0,2,1,1,0,1,0
0,25,128,4.16,11,0,0,0,0,0,0,0
0,25,114,3.75,14,0,0,0,1,0,1,0
1,15,71,3.8,7,0,0,0,0,2,0,0
0,10,52,4.3,4,0,0,0,0,2,0,2
0,14,70,4.383,4,0,0,0,0,1,0,0
0,11,49,3.545,4,0,0,1,0,0,0,0
0,5,31,5.4,2,0,0,0,2,1,0,0
0,12,66,5.0,2,0,0,0,0,1,0,0
0,29,140,3.861,17,0,0,0,0,1,0,0
0,13,60,3.691,7,0,0,0,0,0,0,0
0,10,62,5.3,3,1,1,1,1,1,1,0
0,23,138,5.273,8,0,0,0,0,1,0,0
0,12,40,4.145,3,0,0,0,0,0,0,0
1,5,30,5.2,1,1,1,1,0,0,1,0
0,27,146,4.445,8,3,0,0,0,0,0,0
1,19,77,3.277,6,0,0,0,0,1,0,0
0,31,157,4.098,15,0,0,0,0,0,0,0
0,25,123,4.125,12,2,1,1,1,0,2,1
1,11,61,4.637,4,1,0,0,0,0,1,0
0,9,48,4.445,2,1,0,0,0,1,0,1
0,46,240,4.24,26,0,1,1,1,0,1,0
0,25,135,4.824,8,1,1,1,0,0,0,0
0,19,112,4.95,4,0,0,0,0,0,0,0
0,10,66,5.7,3,0,0,0,0,0,0,0
0,8,46,4.875,2,0,1,1,2,0,1,0
0,13,82,5.383,5,0,1,2,1,1,1,1
0,20,93,3.7,10,0,1,0,1,0,0,0
0,18,104,4.832,6,1,0,0,0,2,0,1
0,2,15,7.0,0,0,0,0,1,0,0,0
0,15,69,3.666,7,0,0,0,1,0,1,0
0,14,70,4.07,5,1,0,0,0,0,0,0
0,17,105,5.234,4,0,1,0,0,2,0,2
0,13,70,4.46,3,2,0,0,1,0,1,0
0,10,50,4.1,4,0,0,0,0,0,0,0
0,33,173,4.273,17,0,0,0,0,1,0,0
1,9,52,4.89,2,1,1,0,1,0,1,1
1,6,50,9.0,0,0,2,1,2,0,1,0
0,7,50,6.285,2,0,2,1,2,0,1,1
0,6,26,3.5,4,0,1,1,1,1,1,1
1,13,58,3.54,7,0,0,0,0,0,1,0
0,35,174,4.0,20,0,1,1,0,1,0,0
0,8,50,5.375,1,0,0,0,0,2,1,0
0,14,68,3.928,7,0,0,0,0,0,0,0
0,18,74,4.75,4,0,1,0,1,0,1,0
0,27,140,4.223,10,2,0,0,0,0,0,0
0,9,44,4.0,5,0,0,0,0,0,0,0
0,21,105,4.047,9,0,0,0,0,0,0,0
3,18,108,5.35,5,0,0,0,0,0,0,0
0,8,47,5.0,4,0,0,0,0,0,0,0
0,19,97,4.39,6,0,0,0,0,0,0,0
1,12,75,5.332,5,0,0,0,0,0,0,0
2,9,45,4.11,6,0,0,0,0,1,0,0
0,15,76,4.133,7,1,0,0,0,0,0,0
1,15,73,3.934,5,0,2,2,0,0,0,0
0,3,27,8.336,1,0,0,0,0,0,0,0
0,5,33,5.8,2,1,0,0,0,0,0,0
0,17,75,3.934,7,0,0,0,0,0,0,0
0,15,91,5.133,6,0,0,0,0,0,0,0
2,9,48,4.445,3,0,0,1,0,0,0,0
0,31,149,3.838,17,0,0,0,0,1,0,0
0,5,25,4.2,3,0,0,0,0,0,0,0
0,14,76,4.848,2,1,0,0,0,0,0,0
0,31,139,4.543,9,1,1,0,1,0,0,1
0,21,98,3.9,8,1,0,0,0,0,0,0
0,40,177,3.45,23,0,0,0,0,0,0,0
0,20,113,4.7,5,1,0,0,0,0,0,0
0,12,63,4.332,4,1,0,0,0,1,0,0
0,5,29,5.0,2,0,0,0,1,1,1,0
0,20,107,4.633,9,0,0,0,0,0,0,0
1,11,61,4.637,3,0,0,0,0,0,0,0
0,5,35,10.336,0,0,0,0,0,1,0,0
0,3,18,5.332,1,0,0,0,1,2,0,1
0,8,36,4.145,3,0,0,0,0,0,0,0
1,10,52,4.777,2,1,0,0,0,0,1,0
1,25,130,4.24,7,3,0,0,0,0,0,0
0,38,178,3.71,22,0,0,0,0,0,0,0
2,21,127,5.633,9,0,0,1,0,0,0,0
0,2,20,9.5,0,1,0,0,0,0,0,0
2,16,90,5.0,5,0,0,0,1,0,0,0
0,21,130,5.24,5,3,0,0,0,2,1,1
0,20,96,3.85,8,0,0,0,0,0,0,0
1,13,84,5.54,5,1,0,0,1,0,0,0
0,7,28,3.143,3,1,0,0,0,0,0,0
0,32,174,4.47,14,0,0,0,0,0,0,0
1,17,95,4.65,5,0,1,1,1,1,1,0
0,22,132,5.047,11,2,0,0,0,1,0,0
0,29,104,3.455,9,3,0,0,0,0,0,0
0,18,96,4.65,5,1,0,0,0,0,0,0
0,4,24,5.25,1,0,2,0,2,0,0,0
0,12,63,4.332,6,0,0,0,0,0,0,0
4,4,20,4.25,1,0,0,0,0,0,0,0
0,8,43,4.5,2,0,1,0,0,0,0,0
0,18,89,4.0,10,0,1,0,0,0,0,0
0,8,41,4.25,3,0,0,0,0,1,0,1
0,17,79,3.938,3,0,0,0,0,0,0,0
0,25,108,3.36,16,0,0,0,0,0,0,0
0,22,85,4.0,7,2,0,0,0,1,0,1
0,8,40,4.125,5,0,0,0,0,0,1,0
0,29,127,3.535,15,0,1,0,0,1,1,1
0,15,135,8.07,3,0,0,0,0,1,0,1
0,26,137,4.31,10,1,1,1,1,1,1,0
0,23,112,3.912,11,1,1,0,1,0,0,0
3,18,97,4.707,3,2,0,1,0,0,0,0
1,21,109,4.45,8,0,1,1,1,0,1,0
0,26,131,4.08,13,0,0,0,0,1,0,0
0,14,60,3.357,6,0,1,1,1,0,1,0
0,25,116,4.0,7,3,0,0,0,1,0,0
0,20,106,4.35,11,0,0,0,0,0,0,0
0,23,86,3.766,9,2,0,0,0,2,0,1
0,5,34,6.0,0,0,0,0,0,4,2,1
0,22,98,4.812,7,0,0,0,0,0,0,0
0,35,220,5.312,14,0,0,0,0,1,0,0
0,11,70,5.453,4,0,1,1,0,0,1,0
3,22,107,4.094,9,1,0,0,0,0,0,0
0,20,67,3.2,7,1,0,0,0,1,0,1
4,9,48,4.445,2,1,0,0,0,2,0,1
0,10,53,4.4,5,0,1,1,0,0,0,0
0,24,116,3.875,14,0,1,1,2,1,1,1
0,4,29,6.5,2,0,0,0,0,0,0,0
0,6,23,3.0,3,0,0,0,0,0,0,0
0,39,185,3.77,25,0,0,0,0,0,0,0
0,2,12,5.5,0,0,0,0,1,0,0,0
2,11,73,7.875,1,0,3,1,2,0,2,1
0,15,75,4.066,9,0,0,0,0,0,0,0
0,7,34,4.0,3,0,0,0,1,0,0,0
1,13,69,4.383,5,0,0,0,0,0,0,0
0,20,91,3.6,10,0,0,0,0,0,0,0
0,23,127,4.566,9,0,0,0,0,0,0,0
2,15,89,5.0,3,1,0,0,0,0,0,0
0,10,50,4.1,4,0,0,0,0,1,1,0
1,11,53,4.3,5,0,0,0,0,0,0,0
0,36,217,5.055,14,0,1,0,1,1,1,0
0,23,112,3.912,10,0,0,0,0,2,1,1
0,5,22,3.6,3,1,0,0,0,0,0,0
0,19,101,4.367,8,0,0,0,1,1,2,0
3,15,77,4.2,6,0,0,0,0,0,0,0
0,18,102,4.723,7,0,0,0,0,0,0,0
0,17,86,6.363,4,0,0,0,0,0,0,0
0,17,97,5.062,8,0,0,0,0,0,0,0
0,10,52,4.3,5,0,0,0,0,0,0,0
0,18,70,4.08,5,2,0,0,0,0,0,0
1,11,59,4.453,3,1,0,0,1,0,1,0
0,11,58,4.363,3,0,0,0,0,0,0,0
0,20,136,5.85,5,0,0,0,0,0,0,0
0,19,111,4.895,6,0,0,0,0,0,0,0
0,21,125,5.25,10,0,0,0,0,0,0,0
0,9,44,4.0,5,0,0,0,0,1,1,0
0,23,82,3.53,6,3,0,0,0,0,0,0
0,23,105,3.773,7,2,0,0,0,0,1,0
0,25,113,3.56,16,0,0,0,0,1,0,0
0,16,88,4.562,8,0,1,0,1,0,1,0
0,4,33,7.5,1,0,0,0,0,0,0,0
0,17,80,3.766,8,0,0,0,0,1,0,0
0,6,31,5.2,2,0,0,0,0,2,0,0
1,22,133,5.09,3,1,0,0,0,0,0,0
0,7,34,4.0,2,0,1,1,1,0,1,1
2,17,82,3.883,5,2,1,1,1,0,1,0
1,10,50,4.1,4,0,1,1,1,0,1,0
0,43,215,4.023,24,0,0,0,0,0,0,0
1,11,66,5.09,1,0,0,0,0,0,0,0
0,12,46,5.0,2,0,0,0,0,0,0,0
0,4,31,7.0,0,0,0,0,0,0,0,0
0,16,77,4.133,5,1,0,0,0,0,0,0
0,5,26,4.4,0,0,0,0,0,1,1,0
0,12,61,4.168,5,1,0,0,0,0,0,0
0,13,67,4.23,4,1,0,0,0,0,0,0
1,6,37,5.332,0,0,0,0,0,1,0,1
0,7,38,4.57,1,0,0,0,0,0,0,0
0,8,86,11.29,1,0,0,0,1,1,1,2
0,10,21,2.4,2,1,0,0,0,1,0,0
0,15,96,5.465,6,0,0,0,0,0,0,0
3,24,125,4.25,7,3,0,0,0,0,0,0
0,13,53,3.154,4,0,0,0,0,0,0,0
1,21,115,5.0,9,0,1,1,1,0,1,0
0,14,90,5.5,8,0,0,0,0,1,0,0
0,6,31,5.2,1,0,0,0,0,0,0,0
4,21,113,4.43,9,1,0,0,0,0,0,0
0,12,71,5.0,5,0,0,0,0,1,0,1
0,17,57,3.416,4,2,0,0,0,0,0,0
0,13,71,4.54,5,0,0,0,0,1,0,1
0,24,115,4.0,6,0,0,0,0,0,0,0
0,16,71,3.5,8,2,0,0,0,0,1,0
0,17,90,4.35,7,0,0,0,0,1,0,0
0,35,148,4.223,11,1,0,0,0,1,0,0
0,24,120,4.043,15,0,0,0,0,0,0,0
0,49,223,3.572,28,0,0,0,0,0,0,0
0,7,48,6.0,3,0,0,0,0,1,0,1
0,8,35,3.5,6,0,0,0,0,0,0,0
0,7,59,7.57,0,6,0,0,1,2,0,0
0,9,48,4.445,3,0,0,0,0,0,0,0
0,9,60,5.777,4,0,0,0,0,0,0,0
0,17,98,4.824,8,0,0,0,0,0,0,0
0,9,48,4.445,3,0,0,0,0,0,0,0
0,46,211,3.61,33,0,0,0,0,0,0,0
0,19,104,4.527,6,0,1,0,1,0,1,0
3,10,56,4.7,1,0,1,1,0,0,0,0
0,12,65,4.5,8,0,0,0,0,1,0,0
0,26,121,3.691,13,0,1,1,0,0,0,0
1,3,20,6.0,0,0,0,0,0,0,0,0
0,9,57,6.125,1,1,0,0,0,0,0,0
0,4,29,6.5,0,0,0,0,0,0,0,0
0,29,159,4.516,11,0,0,0,0,0,0,0
0,19,85,3.525,5,1,0,0,1,0,0,0
0,10,31,4.4,1,1,0,0,0,0,0,0
0,16,70,3.666,8,0,0,0,0,0,0,0
0,12,58,3.916,4,0,0,0,2,0,2,0
0,28,137,3.928,16,0,0,0,0,0,0,0
0,22,118,4.41,6,0,0,0,0,0,0,0
0,6,37,5.332,2,0,0,0,0,3,0,1
0,7,38,4.57,3,0,0,0,0,1,1,0
0,10,58,4.9,5,2,0,0,0,1,0,0
0,13,51,3.0,8,0,0,0,0,0,0,0
0,26,124,3.809,14,0,1,1,0,0,0,0
0,22,103,3.727,13,0,0,0,0,0,0,0
0,6,35,5.0,3,0,0,0,0,0,0,0
0,23,107,3.695,17,0,0,0,0,0,0,0
0,15,75,4.066,5,0,0,0,1,0,0,0
2,9,42,3.777,0,0,0,0,0,2,0,1
3,10,65,5.6,2,2,0,0,0,0,0,0
0,17,85,4.06,9,0,0,0,0,1,0,0
0,23,118,4.176,12,0,0,0,0,1,0,0
1,8,36,3.625,0,3,0,0,0,0,0,0
0,4,28,6.25,0,0,0,0,0,2,0,2
2,22,115,4.477,12,0,0,0,0,1,0,1
0,35,155,3.457,22,0,1,0,1,0,1,0
0,21,104,4.0,12,0,0,0,0,0,0,0
0,3,17,5.0,0,0,0,0,0,0,0,0
0,16,75,3.75,9,0,0,0,0,0,0,0
0,25,105,3.24,12,0,0,0,0,0,0,1
0,22,119,4.668,9,1,0,0,0,1,0,0
0,16,87,4.5,4,0,0,0,0,0,1,0
0,4,22,4.75,1,0,0,0,0,2,0,0
