num ex mark,num words,num chars,avg_word,stopwords,upper,ScoreAngry,ScoreDisgust,ScoreFear,ScoreHappy,ScoreSad,ScoreSurprise
0,5,30,5.2,2,0,0,0,0,0,0,0
0,24,134,4.625,9,0,0,0,1,1,2,0
0,10,60,5.1,5,0,0,0,0,1,0,1
0,17,89,4.293,7,0,1,1,1,1,1,1
0,14,62,3.5,10,0,0,0,0,0,0,0
0,45,257,4.734,21,0,0,0,0,0,0,0
0,24,139,4.832,14,0,0,0,0,0,0,0
0,14,72,4.215,6,0,0,0,0,1,0,1
0,9,21,3.25,1,1,0,0,0,0,1,0
0,20,93,3.895,10,0,0,0,0,1,0,1
0,9,31,5.75,0,1,1,0,2,0,2,0
1,28,140,4.035,13,1,0,0,0,0,0,0
4,24,128,4.375,7,2,0,0,1,0,0,0
0,9,45,4.11,3,1,0,0,0,0,0,0
0,63,272,3.889,26,2,0,0,0,1,0,0
1,12,62,4.25,5,0,0,0,0,0,0,1
0,4,19,4.0,1,0,0,0,0,0,0,0
0,7,29,3.285,3,0,1,0,0,0,0,0
0,26,139,4.383,12,0,0,0,0,0,0,0
0,2,10,4.5,1,0,0,0,0,0,0,0
0,7,44,5.43,1,0,0,0,0,0,0,0
0,5,27,4.6,2,0,0,0,0,3,0,1
0,11,69,5.363,3,0,1,1,1,1,1,0
0,10,67,5.8,3,0,0,0,0,0,0,0
0,43,224,4.234,21,0,0,0,0,0,0,0
0,14,70,4.07,8,0,0,0,0,0,0,0
1,19,90,4.0,5,2,0,0,0,0,0,0
0,10,64,5.5,3,0,0,0,2,0,0,0
0,13,60,3.691,5,0,0,0,0,1,0,0
0,28,150,4.395,14,0,0,0,0,0,0,0
2,7,38,5.332,0,2,0,0,0,0,0,0
1,19,84,3.883,7,0,0,0,1,1,0,1
1,3,14,4.0,1,0,0,0,0,0,0,0
0,9,43,4.375,2,3,0,0,0,0,0,0
0,33,193,4.88,11,0,0,0,1,0,0,0
0,15,92,5.2,5,0,0,0,2,1,0,0
0,8,46,4.875,4,0,0,0,0,0,0,0
0,23,82,3.53,6,1,0,0,0,0,0,0
0,32,152,3.781,16,0,0,0,0,0,0,0
0,16,94,4.938,7,0,0,0,0,0,0,0
0,37,175,3.756,23,0,0,0,0,1,0,1
0,18,65,3.691,6,2,2,1,2,0,1,1
0,12,66,4.582,6,1,0,0,0,0,0,0
0,37,210,4.703,20,0,0,0,0,1,0,1
0,16,76,4.066,2,1,0,0,0,0,0,1
0,20,94,3.75,12,0,0,1,0,1,1,0
0,20,104,4.25,10,0,0,0,1,1,1,0
5,12,61,4.168,6,1,0,0,0,1,0,1
1,5,38,6.8,0,0,1,0,1,0,1,1
0,6,36,5.168,3,0,0,0,0,1,0,0
0,17,123,6.293,7,0,0,0,0,2,1,0
0,11,37,4.5,3,0,0,0,0,1,0,0
1,24,124,4.207,8,4,0,0,0,0,0,0
0,21,112,4.383,8,0,0,0,0,1,0,0
1,14,85,5.145,0,0,0,0,0,0,0,0
0,13,74,4.77,5,0,0,0,0,0,0,0
0,40,210,4.273,23,0,1,1,0,0,1,0
0,7,20,7.0,0,0,0,0,1,0,0,0
1,4,29,6.5,1,0,0,1,0,1,1,1
0,45,263,4.867,22,0,0,0,0,0,1,0
0,13,81,5.31,3,0,1,1,1,0,1,0
0,16,97,5.125,3,0,0,0,0,2,0,0
0,10,53,4.4,2,1,2,1,2,2,2,2
0,17,93,4.812,4,2,0,0,0,1,0,1
0,13,77,5.418,6,0,0,0,0,0,0,0
0,9,48,4.445,1,0,0,0,0,0,0,0
0,8,48,5.125,3,0,0,0,0,0,0,0
0,10,48,3.9,4,0,0,0,0,0,0,0
0,24,83,3.53,6,2,0,0,0,1,0,1
1,14,98,6.07,4,0,0,0,0,2,0,0
1,18,84,3.941,2,0,1,1,1,0,1,0
0,9,31,5.75,1,0,0,0,0,0,0,0
5,10,59,5.0,1,1,0,0,0,0,0,0
0,7,40,4.855,2,1,0,0,0,1,0,0
0,9,44,4.0,4,0,0,0,1,0,0,0
0,15,81,4.465,6,0,0,0,0,1,0,0
2,17,102,5.06,5,2,1,0,0,1,0,0
0,26,136,4.27,12,0,0,0,0,1,0,0
0,30,154,4.168,17,0,0,0,0,1,0,0
2,24,151,5.332,5,2,0,0,0,0,0,0
0,6,32,4.5,2,0,0,0,1,7,0,3
0,13,48,4.5,4,0,1,0,0,0,0,1
0,17,82,4.125,8,0,1,1,1,1,1,1
0,15,75,4.066,5,1,1,0,2,1,2,0
0,5,33,5.8,1,0,0,0,1,0,0,0
0,14,69,4.0,4,0,0,0,0,0,0,0
0,19,86,3.578,9,0,0,0,0,0,0,0
1,9,53,5.625,1,0,0,0,0,0,0,0
0,12,64,4.418,5,0,0,0,0,0,0,0
0,8,42,4.375,3,0,0,0,0,0,0,0
0,10,58,4.9,5,0,0,0,0,0,0,0
0,4,15,3.0,0,0,0,0,0,1,0,0
2,27,138,4.31,15,0,0,0,0,2,0,1
0,13,78,5.08,2,0,1,0,0,1,0,1
0,18,96,4.39,9,0,1,0,2,0,0,0
0,11,51,3.727,5,0,0,0,0,0,0,0
0,17,84,4.0,6,2,0,0,0,0,0,0
0,13,61,3.77,7,0,0,0,0,1,1,0
0,7,53,7.832,2,0,0,0,0,0,0,0
0,17,62,3.834,5,2,0,0,0,0,0,0
0,4,26,5.75,1,0,1,1,1,0,1,0
0,11,50,4.0,3,1,2,1,3,1,3,1
0,18,134,6.883,2,2,0,0,0,0,1,0
0,10,45,3.6,4,2,0,0,1,0,1,0
0,8,40,4.125,5,0,0,0,0,0,0,0
0,6,34,4.832,3,0,0,0,0,1,0,0
0,12,60,4.082,2,0,0,0,0,0,0,0
0,7,58,7.43,2,0,0,0,1,2,1,0
0,23,89,3.941,8,2,0,0,0,1,0,1
4,12,61,4.547,4,0,0,0,0,1,0,0
0,23,106,3.818,10,0,0,0,0,0,0,0
0,10,42,3.3,3,1,0,0,0,1,0,0
0,19,87,3.63,9,1,0,0,0,0,0,0
1,20,89,3.5,6,0,0,1,0,0,0,0
0,24,111,3.666,14,0,0,0,0,0,0,0
0,25,133,4.36,12,0,0,0,0,0,0,0
0,3,19,5.668,1,0,0,0,0,0,0,0
0,15,85,4.734,6,2,0,0,0,0,0,0
0,28,136,4.035,10,0,0,0,0,1,0,0
0,7,54,6.855,1,0,0,0,0,0,0,0
1,2,12,5.5,0,0,0,0,0,0,1,0
0,23,104,4.824,8,0,0,0,0,0,0,0
0,15,62,3.2,8,0,0,0,0,0,0,0
0,14,61,5.332,3,1,0,0,0,0,0,0
0,29,138,4.4,8,2,0,0,0,0,0,0
0,15,77,4.2,5,3,0,0,0,0,0,0
0,9,52,4.89,4,0,0,0,1,0,0,0
0,7,28,3.143,4,0,0,0,0,0,0,0
0,11,52,3.818,6,0,1,1,1,2,2,0
0,10,59,5.0,4,0,0,0,0,0,0,0
0,18,94,4.277,11,0,0,0,0,1,0,0
1,16,78,3.938,7,0,0,0,0,1,0,1
0,30,182,5.1,9,0,0,0,0,0,0,0
0,7,32,4.332,1,1,0,0,0,0,0,0
0,21,103,3.953,11,0,0,2,0,1,0,1
0,13,42,3.75,4,1,0,0,0,0,0,0
0,14,50,4.11,4,0,0,0,0,0,0,0
0,11,45,3.182,6,0,0,0,0,0,0,0
0,44,202,3.613,23,0,3,0,1,1,1,1
0,23,129,4.863,8,0,0,0,0,0,0,0
1,6,39,5.668,0,0,0,0,1,0,1,0
1,26,122,3.73,11,2,1,1,1,1,1,1
0,9,40,3.555,3,0,0,0,0,0,0,0
0,19,74,4.31,3,0,0,0,0,0,0,0
0,14,51,4.75,2,0,0,1,0,0,0,0
0,5,26,4.4,2,0,0,0,0,0,0,0
0,5,48,8.8,1,0,0,0,0,0,0,0
17,5,45,8.2,0,5,1,0,1,2,0,0
0,24,118,3.959,10,0,1,0,2,0,2,0
0,11,57,4.273,3,1,0,0,0,2,0,2
0,5,34,6.0,2,0,0,0,0,0,0,0
0,8,37,3.75,4,0,0,0,0,2,0,0
0,21,105,4.047,8,0,0,0,0,0,0,0
0,22,94,3.477,9,0,0,0,0,0,1,0
0,22,110,4.047,9,4,0,0,0,0,0,0
0,23,122,4.348,13,0,0,0,0,1,0,1
0,8,44,4.625,2,0,0,0,0,0,0,0
1,29,131,3.814,6,0,0,0,0,0,0,0
0,6,39,5.668,2,0,1,0,1,0,1,0
0,5,19,3.75,1,0,0,0,0,1,0,0
0,6,36,5.168,3,0,0,0,0,1,0,0
1,7,42,5.145,2,0,0,0,0,0,0,0
0,4,26,5.75,2,0,0,0,0,0,0,0
0,13,57,3.46,5,0,0,0,0,1,0,0
0,5,24,5.0,1,0,0,0,0,1,0,0
0,7,42,5.145,3,0,0,0,1,1,0,0
0,13,67,4.23,8,0,0,1,0,0,0,0
0,11,69,5.363,3,0,0,0,0,0,0,0
0,28,119,4.184,9,1,0,0,0,0,0,0
0,3,14,4.0,0,0,0,0,0,0,0,0
0,12,60,4.082,5,0,0,0,0,0,0,0
0,9,44,4.0,3,0,0,0,0,1,0,0
0,19,113,5.277,7,0,1,0,0,1,0,1
1,10,41,3.555,5,0,0,0,0,0,0,0
0,12,82,5.918,3,0,0,0,0,0,0,0
3,14,70,4.07,9,2,1,1,1,0,1,1
2,14,102,6.355,6,1,0,0,0,1,0,0
5,21,95,3.75,5,1,2,0,0,5,2,3
0,20,96,3.85,12,0,1,0,0,0,0,0
0,13,80,5.668,4,1,0,0,0,0,0,0
1,19,89,4.176,6,1,0,0,0,0,0,0
0,13,71,4.54,7,0,0,0,0,0,0,0
0,18,88,3.945,10,0,1,0,0,0,1,0
0,26,142,4.5,11,0,0,0,0,0,0,0
0,24,122,4.125,12,0,0,0,0,0,0,0
0,24,131,4.5,13,0,0,0,0,0,0,0
0,19,76,4.46,5,0,0,0,0,0,0,0
0,6,37,5.332,1,0,0,0,0,0,0,0
0,25,135,4.625,9,2,0,0,1,0,0,0
1,17,90,4.35,10,0,0,0,0,0,2,0
0,9,47,4.332,5,0,0,0,0,1,0,1
0,18,87,3.889,10,0,1,0,1,0,1,0
3,23,116,4.086,9,1,0,1,0,1,1,0
1,17,106,5.625,6,0,0,0,0,1,0,0
0,27,139,4.184,15,0,0,0,0,1,0,0
0,8,60,6.625,2,0,0,0,0,0,0,0
3,10,61,5.2,2,1,0,0,0,0,0,0
0,14,66,4.418,4,0,0,0,0,0,0,0
0,23,139,5.086,11,0,0,0,0,0,0,0
1,28,126,3.666,9,2,0,0,0,0,0,0
0,16,58,3.908,5,2,0,0,0,0,0,0
0,12,99,8.0,6,0,0,0,0,1,0,0
0,6,33,4.668,3,0,0,0,1,0,0,0
0,27,141,4.258,16,0,0,0,0,2,0,1
2,14,72,4.215,2,3,0,0,0,0,0,0
0,2,9,4.0,0,0,0,0,0,1,0,0
0,25,127,4.12,14,0,0,0,1,1,0,0
0,53,255,3.83,32,0,0,0,0,0,0,0
0,50,286,4.74,22,0,1,1,1,0,0,1
0,9,53,5.0,5,0,0,0,0,0,0,0
1,17,100,4.94,6,1,1,1,0,0,0,0
1,16,83,4.535,5,1,0,0,0,0,0,0
0,13,68,4.31,5,0,1,1,1,1,1,0
1,14,116,7.355,5,0,0,0,1,0,1,0
0,17,80,3.766,9,0,0,0,0,0,0,0
1,14,61,3.428,7,0,0,0,0,0,0,0
3,7,52,6.57,0,0,0,0,0,1,0,0
0,30,133,3.715,13,0,0,0,0,0,0,0
0,15,74,4.0,6,0,0,0,0,1,0,0
5,27,137,4.11,9,0,0,0,0,0,0,0
0,6,25,3.334,3,0,0,0,1,0,0,0
0,17,85,4.06,7,1,0,0,0,0,0,0
0,22,124,4.906,3,2,0,0,0,1,0,1
0,7,31,3.572,2,0,0,0,0,1,0,0
0,17,76,3.53,11,0,0,0,0,0,0,0
0,11,70,5.453,5,0,0,0,0,0,0,0
0,41,189,3.635,21,0,0,0,0,1,0,0
0,16,79,4.266,8,0,0,0,0,0,0,0
0,6,44,6.5,0,6,0,0,0,0,0,0
2,28,133,4.24,11,0,1,0,3,0,2,0
0,42,206,3.928,27,0,0,0,0,0,0,0
0,27,127,3.74,15,0,0,0,0,1,0,0
1,15,71,4.07,3,0,1,1,0,0,0,0
0,6,75,14.0,2,0,0,0,0,0,0,0
0,10,61,5.777,2,0,0,0,0,0,0,0
0,12,59,4.363,5,0,1,2,1,0,1,0
0,25,142,4.72,11,0,0,0,0,1,0,1
0,25,145,5.043,8,0,1,1,1,0,1,1
0,47,225,4.836,18,3,0,0,0,1,0,0
0,9,46,4.223,2,0,0,0,0,0,0,0
0,22,124,4.906,9,0,0,1,0,0,0,0
0,22,88,4.188,7,1,0,0,0,0,0,0
0,29,138,3.793,13,0,0,0,0,0,0,0
0,9,42,4.25,2,3,0,0,0,0,0,0
0,27,139,4.184,14,0,0,0,0,0,0,0
0,16,129,7.125,4,0,0,0,0,0,0,0
0,4,24,5.25,1,0,0,0,0,1,0,0
0,17,96,4.707,9,0,0,0,0,0,0,0
0,13,56,3.385,7,0,0,0,0,1,0,0
0,26,133,4.152,12,0,0,3,0,0,0,0
0,15,72,3.867,6,0,0,0,0,0,1,0
0,17,67,4.25,6,1,1,1,1,0,0,0
0,29,137,3.893,10,3,0,0,0,0,0,0
0,7,15,4.5,1,0,0,0,0,2,0,1
0,7,14,4.0,0,1,0,0,0,0,0,0
0,28,129,3.643,17,0,1,0,0,0,0,0
2,17,91,4.41,7,0,0,0,0,0,0,0
0,11,27,2.834,3,1,0,0,0,1,0,0
0,20,65,3.066,6,0,0,0,0,1,0,0
2,10,57,4.8,2,0,0,0,0,0,0,0
0,17,98,4.824,8,0,0,0,0,1,1,1
0,35,151,3.344,10,1,0,0,1,0,0,0
0,16,83,4.25,8,0,0,0,0,0,0,0
0,17,100,5.25,6,0,0,0,0,0,0,0
0,26,131,4.24,4,0,1,1,1,0,1,0
1,15,85,5.07,4,0,1,1,0,0,2,0
0,5,25,4.2,2,0,0,0,0,2,0,0
0,21,120,4.76,10,0,0,0,0,0,0,0
0,33,187,4.695,16,0,0,0,0,0,0,0
0,15,66,3.467,7,0,0,0,0,0,0,0
0,4,19,4.0,0,0,0,0,0,0,0,0
0,3,18,5.332,0,0,0,0,0,1,1,0
0,7,44,6.332,0,0,0,0,0,2,0,1
0,9,51,4.777,4,0,0,0,0,0,0,0
0,15,95,5.4,4,0,1,1,1,0,1,0
1,22,125,4.953,8,2,0,0,0,0,0,0
2,25,128,4.16,8,1,0,0,0,1,0,0
0,6,38,5.5,3,0,2,1,0,1,1,1
0,13,67,4.23,8,0,0,0,0,1,0,0
0,16,92,4.812,9,0,1,1,1,0,1,0
0,9,50,4.668,3,0,0,0,0,1,0,1
0,7,35,4.145,3,0,0,0,0,1,0,1
1,4,20,4.25,0,0,0,0,0,0,1,0
0,16,82,4.188,6,0,0,0,0,0,0,0
0,10,57,4.8,4,1,0,0,0,0,0,0
0,7,33,3.857,2,1,0,0,0,0,0,0
0,8,20,4.332,0,0,1,1,1,0,1,0
4,23,129,4.652,10,0,0,0,0,0,0,0
0,12,67,4.668,5,0,0,0,0,1,0,0
0,6,30,4.168,3,0,0,1,0,0,0,0
0,15,77,4.5,6,0,1,1,2,0,1,0
0,33,156,3.758,22,0,0,0,1,4,1,0
1,27,135,4.035,11,1,0,0,1,1,0,0
0,23,111,3.87,14,0,0,0,0,4,0,1
0,37,187,4.082,22,0,1,1,0,1,0,1
0,27,105,3.762,8,2,0,0,1,1,0,0
0,7,27,3.5,1,1,1,0,1,0,0,1
0,6,40,5.832,2,0,0,0,0,1,0,1
3,12,67,5.6,2,0,0,0,3,1,3,1
0,16,73,3.867,3,2,0,0,0,1,0,0
1,18,101,4.668,8,2,0,0,0,0,0,0
0,10,42,4.125,3,0,0,0,0,0,0,0
0,11,56,4.184,6,0,1,1,1,0,1,0
0,8,36,4.145,5,1,0,0,0,0,1,0
0,25,113,3.56,11,0,0,1,0,3,0,0
0,9,52,5.5,1,0,1,0,0,1,0,0
0,7,48,6.0,2,0,0,0,0,0,0,0
0,10,41,3.2,4,0,0,0,0,1,0,1
0,6,33,4.668,3,0,0,0,0,0,0,0
0,9,51,4.777,2,0,0,0,0,1,0,0
0,11,57,4.273,5,0,0,0,0,0,1,0
1,19,103,4.723,6,1,0,0,0,0,0,0
1,24,119,4.176,11,1,0,0,0,1,0,0
0,6,28,3.834,2,0,0,0,0,0,0,0
0,29,130,3.518,19,0,0,0,0,0,0,0
0,11,56,4.184,5,0,0,0,0,0,0,0
0,26,118,3.875,12,0,1,1,1,1,1,1
0,5,20,3.2,2,0,0,0,1,0,1,0
0,21,98,3.715,14,0,0,0,0,1,0,1
0,2,21,10.0,0,0,0,0,0,2,0,0
0,40,213,4.35,25,0,0,0,0,0,0,0
2,27,127,3.74,9,1,0,0,0,1,0,0
2,10,49,4.0,5,0,0,0,0,0,0,0
0,31,172,4.582,16,0,0,0,0,1,1,0
0,9,40,3.555,5,0,0,0,0,0,0,0
0,19,98,4.21,12,0,0,0,0,0,0,1
0,29,156,4.414,16,0,0,0,0,2,0,0
0,11,51,3.727,2,2,1,0,1,0,1,0
1,8,34,4.5,2,0,0,0,0,0,0,0
0,23,112,3.912,13,0,0,0,0,0,0,0
0,3,15,4.332,1,1,0,0,0,0,0,0
0,11,59,4.453,5,0,0,0,0,1,0,0
0,14,73,4.285,6,0,0,0,0,1,1,0
0,25,131,4.457,12,0,0,0,1,0,0,0
0,22,110,4.047,12,0,0,0,0,1,0,0
0,26,123,3.77,14,0,1,0,0,1,0,1
0,6,36,5.168,2,0,0,0,1,1,1,0
1,25,136,4.668,12,0,1,1,1,1,1,0
1,16,83,4.855,5,0,0,0,0,0,0,0
0,24,108,3.541,16,0,2,0,2,0,0,0
0,32,173,4.438,17,0,0,0,0,0,0,0
0,6,35,5.0,2,0,0,0,0,0,0,0
5,20,105,4.527,4,0,0,0,0,0,0,0
0,13,68,4.31,6,0,0,0,0,0,0,0
0,33,126,3.482,13,3,0,0,0,0,0,0
1,26,138,4.52,9,1,2,1,2,0,2,0
0,24,101,3.25,14,0,1,0,1,0,1,1
0,20,132,5.65,5,0,0,0,1,1,1,1
0,15,71,3.8,7,0,1,1,2,0,2,2
0,17,111,5.938,5,1,0,0,0,1,0,0
0,7,42,5.145,2,1,0,0,0,1,2,1
0,14,77,4.57,6,0,0,0,0,0,0,0
0,28,132,3.75,12,3,0,0,0,0,0,0
0,17,97,5.062,4,2,0,0,0,2,1,0
0,54,263,4.883,22,0,0,0,0,0,0,0
0,18,80,3.5,7,0,0,0,0,0,0,0
1,17,76,3.75,6,0,0,0,0,0,0,0
0,35,175,4.027,21,0,0,0,0,0,0,0
0,20,103,4.2,10,0,1,1,2,0,1,1
0,15,67,3.533,10,0,0,0,0,0,0,0
1,10,52,4.777,1,1,0,0,0,0,0,0
0,4,20,4.25,1,0,1,2,1,0,3,0
1,13,65,4.418,5,0,0,0,0,0,0,0
0,6,26,3.5,1,1,0,1,0,1,0,1
0,19,105,4.58,8,0,1,1,1,2,1,2
0,13,82,5.383,5,0,1,1,1,0,1,0
0,13,79,5.152,6,0,0,0,0,1,0,0
0,18,103,4.777,4,1,1,1,1,0,1,0
0,6,38,5.5,2,0,1,0,1,0,1,0
0,10,58,4.9,4,0,0,0,0,0,0,0
0,6,42,6.168,2,0,0,0,0,1,0,0
0,15,78,4.57,6,0,1,0,0,0,0,0
0,17,85,4.312,8,0,0,0,0,0,0,1
0,22,120,4.715,5,2,0,0,1,0,2,0
1,4,31,7.0,2,0,0,1,0,0,0,0
1,13,78,5.08,5,0,0,0,0,0,0,0
0,7,52,6.57,0,0,0,0,0,1,0,0
0,11,58,4.363,7,0,0,0,0,2,1,1
0,17,83,3.941,9,0,1,1,1,0,1,0
0,17,76,3.75,6,0,0,0,0,0,0,0
1,4,31,7.0,0,0,0,0,0,0,0,0
1,17,92,4.47,5,2,0,0,0,1,0,0
0,27,132,3.926,14,0,0,0,0,1,0,0
0,29,132,3.715,16,2,0,1,0,0,0,0
0,26,124,3.809,15,0,0,0,0,1,0,0
0,20,78,4.215,6,2,0,0,0,1,0,1
0,19,79,3.389,3,1,0,0,0,0,0,0
4,6,45,6.668,3,0,0,0,0,0,0,0
0,12,70,4.918,3,1,1,0,1,1,0,0
0,21,106,4.094,8,2,1,1,2,0,1,1
1,24,135,4.87,9,1,0,0,0,0,0,0
0,7,15,4.5,0,0,0,1,0,0,0,0
0,41,228,4.586,23,0,0,0,1,0,1,0
0,12,65,4.5,3,1,0,0,0,0,0,0
1,7,43,5.285,2,0,0,0,0,1,1,0
0,17,97,4.766,2,2,0,0,0,0,0,0
1,13,55,3.584,8,0,0,0,0,0,0,0
1,10,45,4.0,4,0,0,0,0,1,0,1
0,13,74,5.168,1,2,0,0,1,0,0,0
0,27,129,3.814,19,0,0,0,1,0,1,0
0,8,42,5.0,2,0,0,0,1,0,1,0
0,6,30,4.168,1,0,0,0,0,1,0,0
0,3,19,5.668,1,0,1,0,0,0,0,0
0,33,163,3.969,14,0,0,0,0,0,0,0
0,14,64,3.643,8,0,0,0,0,0,0,0
0,18,90,4.055,11,0,0,0,0,1,0,0
1,17,91,5.0,5,0,1,1,2,0,2,0
0,13,64,4.0,5,0,0,0,0,0,0,0
0,16,71,3.732,7,2,0,0,0,0,0,0
0,5,20,3.2,1,1,0,0,0,0,0,0
0,24,84,3.389,8,2,0,0,0,0,0,0
0,22,104,3.773,12,0,0,0,0,2,0,0
0,6,31,4.332,3,0,0,0,0,0,0,0
0,9,47,4.332,0,1,1,1,2,0,0,1
0,8,35,3.5,3,0,0,0,0,0,0,0
0,11,37,4.5,2,0,0,0,0,0,0,0
0,4,21,4.5,1,0,0,0,0,1,1,0
0,14,81,5.23,1,0,0,0,1,0,0,0
0,14,68,3.928,7,0,0,0,0,2,1,0
0,7,35,4.145,1,0,0,0,1,1,0,1
0,12,60,4.453,4,0,0,0,0,0,0,0
0,40,199,4.0,24,0,0,0,0,0,0,0
2,11,61,4.637,5,1,0,0,0,1,0,1
0,8,44,4.625,2,1,0,0,0,1,0,0
0,12,62,4.25,3,0,2,4,2,0,2,0
0,5,34,6.0,0,0,0,0,0,1,0,1
0,10,44,3.5,5,0,0,0,0,0,0,0
0,14,79,4.715,4,0,0,0,0,0,0,0
0,9,54,5.75,0,1,0,0,0,1,0,0
0,27,134,4.0,17,0,0,0,1,0,1,0
0,5,31,5.4,3,0,0,0,0,0,0,0
0,26,127,4.08,11,0,0,0,0,0,0,0
0,37,219,4.945,13,0,1,0,1,0,0,0
0,25,130,4.24,15,0,0,0,0,0,0,0
0,18,131,6.332,3,1,0,0,0,2,1,1
0,15,80,4.4,8,0,1,0,0,0,0,0
0,15,69,4.582,3,1,0,0,0,0,0,0
0,17,91,4.41,10,0,0,0,0,2,0,0
0,10,47,3.8,5,0,0,0,0,0,0,0
0,10,52,4.3,3,0,1,1,1,0,1,0
0,22,124,4.684,9,0,0,0,0,1,0,0
0,9,49,5.125,2,0,0,0,0,0,0,0
0,17,80,4.0,6,0,0,0,0,0,0,0
0,10,44,3.5,3,1,1,0,0,3,0,2
0,13,66,4.152,6,0,0,0,0,0,0,0
0,14,69,4.0,6,0,0,0,0,2,1,0
0,20,92,3.65,8,1,0,0,0,0,0,0
1,20,89,3.5,7,1,0,0,0,0,0,0
0,6,35,5.0,2,0,0,0,0,0,0,0
2,16,103,5.5,5,0,0,0,0,0,0,0
0,20,119,5.0,6,1,0,0,0,2,0,0
1,14,77,4.92,7,0,0,0,0,0,0,0
0,15,62,3.428,6,0,0,0,0,0,0,0
0,4,22,4.75,0,0,0,0,1,0,1,0
0,7,55,8.164,1,0,0,0,0,0,0,0
0,5,25,4.2,1,1,0,0,0,0,0,0
0,14,55,4.668,2,0,0,0,0,0,0,1
0,14,77,4.92,4,0,1,0,1,0,1,1
0,18,79,3.445,12,0,1,0,1,0,0,1
0,20,98,3.95,9,0,1,0,2,0,1,0
0,18,93,4.47,7,2,0,0,0,3,0,0
0,30,126,3.232,12,0,1,0,1,0,0,0
0,6,33,4.668,2,0,0,0,0,0,0,0
0,10,61,5.2,4,0,1,1,1,0,0,1
0,28,152,4.465,14,0,1,0,3,1,0,0
1,7,36,5.0,1,0,0,0,0,0,0,0
0,20,92,3.65,12,0,0,0,0,0,0,0
0,13,63,3.924,7,0,0,0,0,0,0,0
0,19,109,4.79,9,0,0,0,0,0,0,0
0,9,44,4.0,5,0,1,1,0,0,0,0
0,10,45,3.6,4,0,0,0,0,1,1,0
0,19,100,4.824,5,2,0,0,0,0,0,0
0,36,161,3.5,21,0,1,1,1,0,1,0
0,19,95,4.05,9,0,0,0,0,0,0,0
0,29,108,3.637,13,1,0,0,1,0,1,0
0,15,56,4.2,2,1,0,0,0,0,0,0
0,17,90,4.35,7,0,0,0,1,0,0,0
0,13,70,4.832,5,0,0,0,0,0,0,0
0,10,51,4.2,5,0,0,0,1,0,1,0
0,8,35,3.5,5,0,0,0,0,0,0,0
0,28,133,3.785,13,1,0,0,1,1,0,0
0,3,29,9.0,0,0,1,1,2,2,2,0
4,11,58,4.8,3,1,0,0,0,0,0,0
0,12,74,5.25,6,0,2,1,1,1,1,1
0,5,33,5.8,2,0,0,0,0,0,0,0
0,15,75,4.066,7,0,0,0,0,0,0,0
2,7,38,4.57,2,1,0,0,0,0,0,0
0,29,155,4.38,16,0,0,0,0,0,0,0
0,10,55,4.6,4,0,0,0,0,1,0,0
0,18,90,4.293,6,1,0,0,0,1,0,1
6,12,67,5.09,4,0,0,1,0,0,0,0
1,28,136,4.035,14,0,0,0,0,0,0,0
0,8,49,5.25,1,0,0,0,0,0,0,0
0,13,57,4.09,4,1,0,0,0,0,0,0
0,13,65,4.08,5,1,0,0,0,2,0,0
0,19,93,3.947,5,0,2,2,2,0,1,1
0,37,188,4.11,21,0,0,0,0,0,0,0
1,3,15,4.332,1,0,0,0,0,0,0,0
0,25,119,3.8,14,0,0,0,1,0,0,0
0,16,64,3.5,7,0,1,0,0,1,0,0
0,7,38,4.57,3,0,0,0,0,0,0,0
0,15,61,4.7,6,0,1,1,2,0,1,0
0,27,133,3.963,14,0,0,0,0,0,0,0
0,35,146,4.0,12,2,0,0,0,0,0,0
0,6,25,3.334,2,0,0,0,0,3,0,0
0,47,219,3.682,26,0,1,0,0,0,0,0
1,5,21,3.4,1,0,0,0,0,1,0,0
0,10,66,6.332,4,0,0,0,0,1,0,1
0,14,77,4.57,3,3,1,1,1,0,1,1
0,9,49,4.555,2,0,0,0,0,1,0,0
0,12,56,4.5,2,0,0,0,0,0,0,0
0,6,39,5.668,2,0,0,0,0,1,0,1
0,22,131,5.0,6,2,1,1,1,1,1,0
0,37,201,4.46,19,0,0,0,0,0,0,0
0,32,169,4.312,14,0,0,0,0,0,0,0
0,10,77,7.555,3,1,0,0,0,0,0,0
0,25,136,4.668,11,2,0,0,0,0,0,0
0,11,70,5.453,3,0,0,0,0,2,0,0
0,25,97,4.055,6,1,2,1,0,2,1,1
3,20,110,4.55,0,0,0,0,0,1,0,1
0,23,138,5.043,7,0,0,0,0,2,0,1
0,10,52,4.3,3,0,0,0,0,0,0,0
0,34,159,3.705,21,0,0,0,0,0,0,0
0,8,46,4.875,0,1,0,0,0,0,0,0
0,16,76,3.812,8,0,0,0,0,1,1,0
0,7,40,4.855,2,0,0,0,0,0,0,0
0,19,77,4.54,6,1,0,0,1,1,0,0
1,15,72,4.145,6,2,0,0,0,0,0,0
0,6,53,9.6,0,0,0,0,0,0,0,0
2,25,140,4.64,5,2,0,0,0,1,0,0
0,18,80,3.705,5,1,0,1,2,3,1,1
2,9,60,6.5,1,1,0,0,0,1,0,0
0,21,111,4.332,10,0,0,0,0,0,0,0
1,12,56,4.09,3,0,0,0,0,1,0,0
0,14,81,4.855,5,0,0,0,0,0,0,0
